"ID","Date","BU Name","Line/ Location","Machine No","Problem Description","Risk Level","Photo","Recommendation / Action","Points Categories","Audit","Target ","Responsibility","Alternate Responsibility","Status ","Remarks ","If additional Mail CC Person ","After Photo","Attachments"
"2682","16-12-2024","GRS","CSPU Armature line","IVX0045","Ovan is placed front side of the pathway and once ovan opened fumes spread directly towards opposite side operator from ESD yolk line which causes breathing issues, eye irritation.","Rank A","Reserved_ImageAttachment_[5]_[Photo][10]_[1000213157][1]_[1].jpg","Suggested to provide a acrylic sheet or metal barigation in the ESD yolk line to avoid direct impact","Safety","EHS Patrol","17-12-2024","Sasikumar.S - CSBU","Srinivasan.A.K - CSBU","Open",,"Selvadurai - WED",,"1"
"2683","16-12-2024","EPU","Urea pump assembly","Tricolour bin audit","Plastic waste is disposed in green bin","Rank A","Reserved_ImageAttachment_[5]_[Photo][18]_[Urea pump 16.12.24][1]_[1].png","Plastic covers should be disposed in blue bin","Environment","EHS Specific","17-12-2024","Senthil Murugan S - EPU",,"Open",,,,"1"
"2684","16-12-2024","APU","Main line","Tricolour bin audit","Plastic waste placed in green bin","Rank A","Reserved_ImageAttachment_[5]_[Photo][12]_[APU 16.12.24][1]_[1].jpg","Plastic waste should be placed in blue bin","Environment","EHS Specific","17-12-2024","Prasath.M - ABU",,"Open",,,,"1"
"2685","16-12-2024","WED","Armature white stage","Eye washer","Eye washer flow is poor","Rank A","Reserved_ImageAttachment_[5]_[Photo][28]_[Screenshot 2024-12-16 154055][1]_[1].png","Improve the flow","Safety","EHS Specific","22-12-2024","Bharath.P - Environment",,"Open",,,,"1"
"2686","16-12-2024","WED","Hdgrs Yoke line","Eye washer audit","Eye washer flow is poor","Rank A","Reserved_ImageAttachment_[5]_[Photo][9]_[Yoke line][1]_[1].png","Improve the eye washer flow","Safety","EHS Specific","22-12-2024","Bharath.P - Environment",,"Open",,,,"1"
"2687","16-12-2024","APU","Rotor","Eye washer","Eye washer flow is poor","Rank A","Reserved_ImageAttachment_[5]_[Photo][28]_[Screenshot 2024-12-16 154801][1]_[1].png","Eye washer flow needs to be improved","Safety","EHS Specific","22-12-2024","Bharath.P - Environment",,"Open",,,,"1"
"2688","16-12-2024","WED","Varnish plant","eye washer audit","Eye washer flow is poor.","Rank A","Reserved_ImageAttachment_[5]_[Photo][28]_[Screenshot 2024-12-16 155150][1]_[1].png","Eye washer flow needs to be improved","Safety","EHS Specific","22-12-2024","Bharath.P - Environment",,"Open",,,,"1"
"2689","18-12-2024","EPU","Urea pump","Tricolour bin audit","Waste not disposed properly","Rank A","Reserved_ImageAttachment_[5]_[Photo][18]_[urea pump 18.12.24][1]_[1].png","Red bin- Used gloves, oil contaminated materials, Blue bin- Plastic waste, Green bin- Paper and carboard waste.","Environment","EHS Specific","19-12-2024","Senthil Murugan S - EPU",,"Open",,,,"1"
"2690","18-12-2024","EPU","Armature white stage ","IT0149","Two hand push button platform is rotating and it have chances to  access through latchsù.","Rank A",,"Suggested to increase the height of the two hand push button and fix the platform without movable","Safety","EHS Patrol","18-12-2024","Stephen Paulraj D - EPU","Senthil Murugan S - EPU","Open",,,,"0"
"2691","19-12-2024","Process","Heat treatment ","GCF 1 EOT crane ","1. Noise is observed during hoist up and down movement.
2. Buffer stopper is not available on the hoist.","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241216_132057][1]_[1].jpg","Noise to be rectified and Buffer stopper need to be fixed ","Safety","EHS Specific","27-12-2024","Vijayaraghavan.K - Process","Velmurugan.S - Process","Open",,"Ramasami.M - Process",,"1"
"2692","19-12-2024","Process","Heat treatment ","RRF hoist","1. 100 mm length wire rope bend
2.Hoist upper and lower limit cut off is not working.","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241216_133341][1]_[1].jpg","1. Rope need to be changed. 2. hoist upper and lower limit to be fixed ","Safety","EHS Specific","22-12-2024","Vijayaraghavan.K - Process","Velmurugan.S - Process","Open",,"Ramasami.M - Process",,"1"
"2693","19-12-2024","Process","Heat treatment ","Tempering furnace VCF 1","1.Abrasion on the hoist wire rope and bent on wire rope.
2.Lower limit cut off is not working. 
3.Pendant box direction marking is not available.
4.LT break is not working.
5. Festoon cable is hanging ","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241216_144346][1]_[1].jpg","1. Wire rope need to be changed. 2. Lower limit cut off need to be rectified  3. LT break need to be rectified ","Safety","EHS Specific","20-12-2024","Vijayaraghavan.K - Process","Velmurugan.S - Process","Open",,"Ramasami.M - Process",,"1"
"2694","19-12-2024","Process","Heat treatment ","FBF -  IVX0085","1.Rope bends in 3 locations.
2. Noise observed during hoist hook pulley movement.
3.During hoist up and down movement noise is observed.
4.Pendant box direction marking is not available.
5.Pendant box stay wire is not tied.","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241216_144346][1]_[1].jpg","1. Rope need to be changed. 2. Noise observations need to be rectified ","Safety","EHS Specific","21-12-2024","Vijayaraghavan.K - Process","Velmurugan.S - Process","Open",,"Ramasami.M - Process",,"1"
"2695","19-12-2024","PMTC",,"10 T crane","1.Noise observed in CT cable trolley movement
2.The pendant box light is not working.
3.Supply indications lamp - Red bulb is not working","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241216_152631][1]_[1].jpg","All the abnormalities need to be rectified ","Safety","EHS Specific","26-12-2024","THIRUNAGESHWARAN.R - PMTC - MFG","VASANTHA KUMAR.V.G - PMTC - MFG","Open",,"SELVAKUMARAN.B - PMTC - MFG",,"1"
"2696","19-12-2024","Store","GRD store - Outdoor JIP crane ","GRD store - Outdoor JIP crane ","1.Hoist long travel movement is not working.
2.Hook latch spring is not available.
3.SWL marking is not available on the crane beam.
4.Hoist upper and lower limit cut off is not working.
5.Hoist incoming supply is not identified.
6.Crane incoming MCB terminals are not enclosed.
","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241217_154726][1]_[1].jpg","All the points need to be rectified ","Safety","EHS Specific","22-12-2024","Jayachandra babu.D - WED","ELAMARAN.R - Stores","Closed",,"Balakrishna Pawar - WED",,"1"
"2697","19-12-2024","Tool Room","Tool service hoist ","EOT Hoist ","1.Lower limit cut off is not working.
2.Hoist hook latch spring is not available.
3.Pendant box  marking is not available.
4. Pendant box stay wire is not tied.
5.Cable festoon support is damaged condition.
6.Incoming supply is not identified and Single insulated cable close to plug top.","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241218_152225][1]_[1].jpg","All the abnormalities need to be rectified ","Safety","EHS Specific","22-12-2024","Jayachandra babu.D - WED","Yuvaraja.T - Tool Room","Open",,"Balakrishna Pawar - WED",,"1"
"2698","19-12-2024","Tool Room","Press line crane","EOT crane ","1. LT movement break is not working properly.
2.CT movement break is not working properly.
3.Lower limit cut off is not working
4.Festoon cable support is hanging.
5.Bend on the hoist cable.
6.LT movement end plate stopper nut and bolt is loose condition.
7.CT movement one side limit is not working.
8.Direction marking is not available on the crane beam and pendant marking is not available.
9.Crane end LT rail movement is in miss alignment.
10. EOT Crane Rail miss alignment.","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241218_154923][1]_[1].jpg","All the abnormalities need to be rectified  ","Safety","EHS Specific","22-12-2024","Jayachandra babu.D - WED","Yuvaraja.T - Tool Room","Open",,"Balakrishna Pawar - WED",,"1"
"2699","19-12-2024","Tool Room","Wabco line press","EOT hoist ","EOT hoist End buffer stopper is not available.","Rank B","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241218_155322][1]_[1].jpg","End buffer stopper need to be fixed ","Safety","EHS Specific","29-12-2024","Yuvaraja.T - Tool Room",,"Open",,"Samraju .C - Tool Room",,"1"
"2700","19-12-2024","WED","CMSPU ","IP 0070- EOT hoist","1.Hook latch is not working.
2. LT movement breaks motor to be fixed. 
3.Crane structure is not painted.","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241218_160542][1]_[1].jpg","All the abnormalities need to be painted ","Safety","EHS Specific","22-12-2024","Jayachandra babu.D - WED",,"Open",,"Balakrishna Pawar - WED",,"1"
"2701","19-12-2024","WED","IP 0064 Blanking press","IP 0064 EOT hoist ","1.Hoist chain is in twisted during up movement.
2.Chain is stuck in Hook block.
3.Hook latch is damaged condition and hook block bolt and nut is bend condition.
4.Hoist break is loose condition during the loading.
5.Emergency switch is not working.
6.Upper limit cut off is not available.
7.500 kg SWL  need to be removed.
8.LT hoist break motor is not available.
","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241218_161540][1]_[1].jpg","All the abnormalities need to be rectified ","Safety","EHS Specific","21-12-2024","Jayachandra babu.D - WED","Prabhakaran S - CMSBU","Open",,"Balakrishna Pawar - WED",,"1"
"2702","19-12-2024","APU","IP 0072 - APU press line","EOT hoist ","1.Hoist upper limit cut off is not available.
2.LT motor terminal is covered with carton box tape.
3.Sometime during the LT movement stuck and not moved on the rail.
4.LT break motor is not available","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241219_095924][1]_[1].jpg","All the abnormalities need to be rectified ","Safety","EHS Specific","22-12-2024","Jayachandra babu.D - WED","Prasath.M - ABU","Open",,"Balakrishna Pawar - WED",,"1"
"2703","20-12-2024","EPU","WABCO Main Line","EIVT 0017","The enclosure for the electrical box is not available and has been found in an open condition, leaving the wiring exposed. This poses a risk of fire or damage to the wiring. ","Rank B","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG-20241220-WA0003][1]_[1].jpg","Install a proper enclosure to secure the wires","Fire","Fire Patrol","22-12-2024","Rajesh karthick.P - EPU","Stephen Paulraj D - EPU","Open",,"Siva Prasad.S - Fire Officer",,"1"
"2704","20-12-2024","APU","IP0116- APU press line","IP0116- EOT Hoist ","1. Hoist up and down movement is not working.
2. LT break motor is not available.
3. Wheel alignment need to be checked.
","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241219_100737][1]_[1].jpg","Need to be rectified ","Safety","EHS Specific","29-12-2024","Jayachandra babu.D - WED","Prasath.M - ABU","Closed",,"Balakrishna Pawar - WED",,"1"
"2705","20-12-2024","APU","Claw tool service area",,"1.Pendant cable is hanging.
2.Buffer stopper is not available at both side of LT movement.","Rank B","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241219_102420][1]_[1].jpg","Need to be rectified ","Safety","EHS Specific","28-12-2024","Jayachandra babu.D - WED","Yuvaraja.T - Tool Room","Open",,"Balakrishna Pawar - WED",,"1"
"2706","24-12-2024","Process","Phosphating","Fire Hydrant-11","Fire Hydrant is blocked  with scrap or unwanted materials","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241224_104706][1]_[1].jpg","Recommended to clear the materials and keep the FH Unabstructed","Safety","EHS Specific","25-12-2024","Karuppaiah.M - Process","Kumaresan.K - QC Lab","Open",,"Ramasami.M - Process",,"1"
"2707","24-12-2024","Process","Phosphating","Outside Phophating","Unwanted materials are stored and blocked the Fire Pump room- It is the repeated issue, keeping the materials in front of FH and FH pump room","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241224_104735][1]_[1].jpg","Recommended to clear and maintain material placement","Safety","EHS Specific","25-12-2024","Kumaresan.K - QC Lab","Karuppaiah.M - Process","Open",,"Ramasami.M - Process",,"1"
"2708","24-12-2024","Process","Phoshating","Phosphating Entrance","Crane area is blocked with unwanted materials and as well as crane is operating, Fire load has increased, If in case of emergency Emergency response might b delayed","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241224_104819][1]_[1].jpg","Recommended to remove the unwanted materials to reduce the fire load as wel as emergency response delay","Safety","EHS Specific",,"Kumaresan.K - QC Lab","Karuppaiah.M - Process","Open",,"Velmurugan.S - Process",,"1"
"2709","24-12-2024","Process","Phosphating","BOPT","Designated place is not available for forklift or BOPT charging, Kept at the entrance of the area","Rank B","Reserved_ImageAttachment_[5]_[Photo][15]_[20241224_104849][1]_[1].jpg","Recommended to remove the unwanted materials from the crane surroundings and provide the designated area for charging point","Safety","EHS Specific","31-12-2024","Kumaresan.K - QC Lab","Karuppaiah.M - Process","Open",,"Velmurugan.S - Process",,"1"
"2710","24-12-2024","Process","Phosphating","Powder Coating Oven","Powder waste are dumped , not cleaned inside the booth, May get Suffocate, Employees not using Proper PPEs","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241224_104934][1]_[1].jpg","Recommended to clean the powder frequently and proer PPEs to be weared","Safety","EHS Patrol","26-12-2024","Kumaresan.K - QC Lab","Karuppaiah.M - Process","Open",,"Velmurugan.S - Process",,"1"
"2711","24-12-2024","Process","Phosphating","Re work Station","Heavy air leakage observed from the air gun","Rank B","Reserved_ImageAttachment_[5]_[Photo][15]_[20241224_105029][1]_[1].jpg","Recommended to close the point as soon","Environment","EHS Specific","25-12-2024","Kumaresan.K - QC Lab","Muralidharan.V - WED","Open",,"Vijayaraghavan.K - Process",,"1"
"2712","24-12-2024","Process","Phosphating","IT1144","Emergency push button is not working for rotating station,
 Heavy dust accumulated in the machine,
 Paint sludge are not removing frequently, 
Gloves, wastes are kept inside the machine, not getting cleared
behind the machine, paint sludges are accumulated","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241224_105120][1]_[1].jpg","Recommended to clear the points","Safety","EHS Specific",,"Velmurugan.S - Process","Vijayaraghavan.K - Process","Open",,"Ramasami.M - Process",,"1"
"2713","24-12-2024","Process","Phosphating","Behind paint booth","Land contamination Observed, Paint sludge are dumped in the floor, not cleared since many days, Bins are used improperly","Rank B","Reserved_ImageAttachment_[5]_[Photo][15]_[20241224_105305][1]_[1].jpg","Recommended to clear as soon as possible","Safety","EHS Specific","31-12-2024","Kumaresan.K - QC Lab","Karuppaiah.M - Process","Open",,"Ramasami.M - Process",,"1"
"2714","24-12-2024","Process","Phosphating","*******","Paint cans are kept at the area with open cans, Secondary containments are not available, Paint spillage observed in the surroundings ","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241224_105312][1]_[1].jpg","Recommended to provide the secondary containments","Environment","EHS Specific","25-12-2024","Kumaresan.K - QC Lab","Karuppaiah.M - Process","Open",,"Ramasami.M - Process",,"1"
"2715","24-12-2024","Process","Phosphating","********","Drain pit found open near the phosphating tanks","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241224_105332][1]_[1].jpg","Recommended to provide permanent closure for the pit","Safety","EHS Specific","25-12-2024","Kumaresan.K - QC Lab","Karuppaiah.M - Process","Open",,"Vijayaraghavan.K - Process",,"1"
"2716","24-12-2024","Process","Phosphating","IVX0025","Machine is surrounded with unwanted materials and it was found blocked,
Heavy dust observed over and surround the machines an motors
In case of any fire, there is no access there to extinguish the fire
Machine calibration status is not mentioned properly


","Rank A",,"Recommended to close the points as soon","Safety","EHS Specific","31-12-2024","Stephen Paulraj D - EPU","Vijayaraghavan.K - Process","Open",,"Ramasami.M - Process",,"0"
"2717","24-12-2024","EPU","Bldc","Tricolour bin audit","Waste not disposed properly","Rank A","Reserved_ImageAttachment_[5]_[Photo][14]_[bldsc 24.12.24][1]_[1].jpg","Red bin- Used gloves, oil contaminated materials, Blue bin- Plastic waste, Green bin- Paper and carboard waste.",,"EHS Specific","25-12-2024","Senthil Murugan S - EPU",,"Open",,,,"1"
"2718","25-12-2024","APU","Stator Sga-30","Water dispenser","Water dispenser leakage in APU Stator Sga-30 line ","Rank A","Reserved_ImageAttachment_[5]_[Photo][20]_[water dispenser leak][1]_[1].jpg","Water dispenser needs to be repaired","Environment","EHS Specific","28-12-2024","Selvapalamalai.S - WED",,"Closed","COMPLETED",,"Reserved_ImageAttachment_[10]_[AfterPhoto][19]_[IMG-20241225-WA0046][1]_[6].jpg","1"
